# PoE2 manifest catalog (app 2694490, content depot 2694491, program depot 2694492).
# content_manifest<TAB>program_manifest<TAB>date  — processed oldest->newest.
# Version is derived from the program exe build tag, not this file.
# THIS IS A PARTIAL SEED (enumerable from Wayback + PICS). Full history needs a
# complete manifest list exported from SteamDB.
4626575412444612350	3863606137052324658	2026-05-28
2980503746029951639	6941565632995482308	2026-05-30
8875107055928488384	2239629811883925875	2026-07-03
